"unit","iccs","geo","time","values"
"Number","Robbery","Keski-Suomi",2010-01-01,56
"Number","Robbery","Etelä-Pohjanmaa",2010-01-01,11
"Number","Robbery","Pohjanmaa",2010-01-01,37
"Number","Robbery","Satakunta",2010-01-01,38
"Number","Robbery","Pirkanmaa",2010-01-01,119
"Number","Robbery","Helsinki-Uusimaa",2010-01-01,651
"Number","Robbery","Helsinki-Uusimaa",2010-01-01,651
"Number","Robbery","Etelä-Suomi",2010-01-01,284
"Number","Robbery","Varsinais-Suomi",2010-01-01,139
"Number","Robbery","Kanta-Häme",2010-01-01,44
"Number","Robbery","Päijät-Häme",2010-01-01,39
"Number","Robbery","Kymenlaakso",2010-01-01,35
"Number","Robbery","Etelä-Karjala",2010-01-01,27
"Number","Robbery","Pohjois- ja Itä-Suomi",2010-01-01,287
"Number","Robbery","Etelä-Savo",2010-01-01,27
"Number","Robbery","Pohjois-Savo",2010-01-01,43
"Number","Robbery","Pohjois-Karjala",2010-01-01,16
"Number","Robbery","Kainuu",2010-01-01,13
"Number","Robbery","Keski-Pohjanmaa",2010-01-01,7
"Number","Robbery","Pohjois-Pohjanmaa",2010-01-01,144
"Number","Robbery","Lappi",2010-01-01,37
"Number","Robbery","Åland",2010-01-01,1
"Number","Robbery","Åland",2010-01-01,1
"Number","Robbery","Åland",2010-01-01,1
"Number","Robbery","France",2010-01-01,121038
"Number","Robbery","Île de France",2010-01-01,57179
"Number","Robbery","Île de France",2010-01-01,57179
"Number","Robbery","Paris",2010-01-01,18542
"Number","Robbery","Seine-et-Marne",2010-01-01,3842
"Number","Robbery","Yvelines",2010-01-01,3317
"Number","Robbery","Essonne",2010-01-01,3024
"Number","Robbery","Hauts-de-Seine",2010-01-01,4960
"Number","Robbery","Seine-Saint-Denis",2010-01-01,13801
"Number","Robbery","Val-de-Marne",2010-01-01,5191
"Number","Robbery","Val-d'Oise",2010-01-01,4502
"Number","Robbery","Bassin Parisien",2010-01-01,9638
"Number","Robbery","Champagne-Ardenne",2010-01-01,1162
"Number","Robbery","Ardennes",2010-01-01,124
"Number","Robbery","Aube",2010-01-01,243
"Number","Robbery","Marne",2010-01-01,707
"Number","Robbery","Haute-Marne",2010-01-01,88
"Number","Robbery","Picardie",2010-01-01,1997
"Number","Robbery","Aisne",2010-01-01,332
"Number","Robbery","Oise",2010-01-01,1074
"Number","Robbery","Somme",2010-01-01,591
"Number","Robbery","Haute-Normandie",2010-01-01,2776
"Number","Robbery","Eure",2010-01-01,434
"Number","Robbery","Seine-Maritime",2010-01-01,2342
"Number","Robbery","Centre (FR)",2010-01-01,2062
"Number","Robbery","Cher",2010-01-01,116
"Number","Robbery","Eure-et-Loir",2010-01-01,429
"Number","Robbery","Indre",2010-01-01,95
"Number","Robbery","Indre-et-Loire",2010-01-01,385
"Number","Robbery","Loir-et-Cher",2010-01-01,208
"Number","Robbery","Loiret",2010-01-01,829
"Number","Robbery","Basse-Normandie",2010-01-01,720
"Number","Robbery","Calvados",2010-01-01,525
"Number","Robbery","Manche",2010-01-01,101
"Number","Robbery","Orne",2010-01-01,94
"Number","Robbery","Bourgogne",2010-01-01,921
"Number","Robbery","Côte-d'Or",2010-01-01,424
"Number","Robbery","Nièvre",2010-01-01,87
"Number","Robbery","Saône-et-Loire",2010-01-01,213
"Number","Robbery","Yonne",2010-01-01,197
"Number","Robbery","Nord - Pas-de-Calais",2010-01-01,6958
"Number","Robbery","Nord - Pas-de-Calais",2010-01-01,6958
"Number","Robbery","Nord (FR)",2010-01-01,5852
"Number","Robbery","Pas-de-Calais",2010-01-01,1106
"Number","Robbery","Est (FR)",2010-01-01,4240
"Number","Robbery","Lorraine",2010-01-01,1952
"Number","Robbery","Meurthe-et-Moselle",2010-01-01,863
"Number","Robbery","Meuse",2010-01-01,58
"Number","Robbery","Moselle",2010-01-01,856
"Number","Robbery","Vosges",2010-01-01,175
"Number","Robbery","Alsace",2010-01-01,1701
"Number","Robbery","Bas-Rhin",2010-01-01,1085
"Number","Robbery","Haut-Rhin",2010-01-01,616
"Number","Robbery","Franche-Comté",2010-01-01,587
"Number","Robbery","Doubs",2010-01-01,265
"Number","Robbery","Jura",2010-01-01,75
"Number","Robbery","Haute-Saône",2010-01-01,85
"Number","Robbery","Territoire de Belfort",2010-01-01,162
"Number","Robbery","Ouest (FR)",2010-01-01,3856
"Number","Robbery","Pays de la Loire",2010-01-01,1628
"Number","Robbery","Loire-Atlantique",2010-01-01,829
"Number","Robbery","Maine-et-Loire",2010-01-01,330
"Number","Robbery","Mayenne",2010-01-01,99
"Number","Robbery","Sarthe",2010-01-01,229
"Number","Robbery","Vendée",2010-01-01,141
"Number","Robbery","Bretagne",2010-01-01,1581
"Number","Robbery","Côtes-d'Armor",2010-01-01,191
"Number","Robbery","Finistère",2010-01-01,494
"Number","Robbery","Ille-et-Vilaine",2010-01-01,691
"Number","Robbery","Morbihan",2010-01-01,205
"Number","Robbery","Poitou-Charentes",2010-01-01,647
"Number","Robbery","Charente",2010-01-01,110
"Number","Robbery","Charente-Maritime",2010-01-01,298
"Number","Robbery","Deux-Sèvres",2010-01-01,93
"Number","Robbery","Vienne",2010-01-01,146
"Number","Robbery","Sud-Ouest (FR)",2010-01-01,6546
"Number","Robbery","Aquitaine",2010-01-01,2641
"Number","Robbery","Dordogne",2010-01-01,115
"Number","Robbery","Gironde",2010-01-01,1845
"Number","Robbery","Landes",2010-01-01,104
"Number","Robbery","Lot-et-Garonne",2010-01-01,159
"Number","Robbery","Pyrénées-Atlantiques",2010-01-01,418
"Number","Robbery","Midi-Pyrénées",2010-01-01,3651
"Number","Robbery","Ariège",2010-01-01,48
"Number","Robbery","Aveyron",2010-01-01,66
"Number","Robbery","Haute-Garonne",2010-01-01,2972
"Number","Robbery","Gers",2010-01-01,51
"Number","Robbery","Lot",2010-01-01,47
"Number","Robbery","Hautes-Pyrénées",2010-01-01,134
"Number","Robbery","Tarn",2010-01-01,209
"Number","Robbery","Tarn-et-Garonne",2010-01-01,124
"Number","Robbery","Limousin",2010-01-01,254
"Number","Robbery","Corrèze",2010-01-01,72
"Number","Robbery","Creuse",2010-01-01,10
"Number","Robbery","Haute-Vienne",2010-01-01,172
"Number","Robbery","Centre-Est (FR)",2010-01-01,8079
"Number","Robbery","Rhône-Alpes",2010-01-01,7416
"Number","Robbery","Ain",2010-01-01,192
"Number","Robbery","Ardèche",2010-01-01,126
"Number","Robbery","Drôme",2010-01-01,602
"Number","Robbery","Isère",2010-01-01,1137
"Number","Robbery","Loire",2010-01-01,817
"Number","Robbery","Rhône",2010-01-01,3663
"Number","Robbery","Savoie",2010-01-01,321
"Number","Robbery","Haute-Savoie",2010-01-01,558
"Number","Robbery","Auvergne",2010-01-01,663
"Number","Robbery","Allier",2010-01-01,102
"Number","Robbery","Cantal",2010-01-01,36
"Number","Robbery","Haute-Loire",2010-01-01,56
"Number","Robbery","Puy-de-Dôme",2010-01-01,469
"Number","Robbery","Méditerranée",2010-01-01,24542
"Number","Robbery","Languedoc-Roussillon",2010-01-01,5205
"Number","Robbery","Aude",2010-01-01,363
"Number","Robbery","Gard",2010-01-01,1657
"Number","Robbery","Hérault",2010-01-01,2453
"Number","Robbery","Lozère",2010-01-01,6
"Number","Robbery","Pyrénées-Orientales",2010-01-01,726
"Number","Robbery","Provence-Alpes-Côte d'Azur",2010-01-01,19165
"Number","Robbery","Alpes-de-Haute-Provence",2010-01-01,78
"Number","Robbery","Hautes-Alpes",2010-01-01,44
"Number","Robbery","Alpes-Maritimes",2010-01-01,4638
"Number","Robbery","Bouches-du-Rhône",2010-01-01,12246
"Number","Robbery","Var",2010-01-01,1368
"Number","Robbery","Vaucluse",2010-01-01,791
"Number","Robbery","Corse",2010-01-01,172
"Number","Robbery","Corse-du-Sud",2010-01-01,104
"Number","Robbery","Haute-Corse",2010-01-01,68
"Number","Robbery","Croatia",2010-01-01,1245
"Number","Robbery","Primorsko-goranska zupanija",2010-01-01,39
"Number","Robbery","Licko-senjska zupanija",2010-01-01,3
"Number","Robbery","Zadarska zupanija",2010-01-01,31
"Number","Robbery","Sibensko-kninska zupanija",2010-01-01,6
"Number","Robbery","Splitsko-dalmatinska zupanija",2010-01-01,86
"Number","Robbery","Istarska zupanija",2010-01-01,54
"Number","Robbery","Dubrovacko-neretvanska zupanija",2010-01-01,3
"Number","Robbery","Grad Zagreb",2010-01-01,773
"Number","Robbery","Zagrebacka zupanija",2010-01-01,64
"Number","Robbery","Krapinsko-zagorska zupanija",2010-01-01,7
"Number","Robbery","Varazdinska zupanija",2010-01-01,15
"Number","Robbery","Koprivnicko-krizevacka zupanija",2010-01-01,7
"Number","Robbery","Medimurska zupanija",2010-01-01,10
"Number","Robbery","Bjelovarsko-bilogorska zupanija",2010-01-01,5
"Number","Robbery","Viroviticko-podravska zupanija",2010-01-01,3
"Number","Robbery","Pozesko-slavonska zupanija",2010-01-01,3
"Number","Robbery","Brodsko-posavska zupanija",2010-01-01,13
"Number","Robbery","Osjecko-baranjska zupanija",2010-01-01,47
"Number","Robbery","Vukovarsko-srijemska zupanija",2010-01-01,35
"Number","Robbery","Karlovacka zupanija",2010-01-01,14
"Number","Robbery","Sisacko-moslavacka zupanija",2010-01-01,27
"Number","Robbery","Hungary",2010-01-01,3396
"Number","Robbery","Közép-Magyarország",2010-01-01,1797
"Number","Robbery","Közép-Magyarország",2010-01-01,1797
"Number","Robbery","Budapest",2010-01-01,1492
"Number","Robbery","Pest",2010-01-01,305
"Number","Robbery","Dunántúl",2010-01-01,685
"Number","Robbery","Közép-Dunántúl",2010-01-01,315
"Number","Robbery","Fejér",2010-01-01,148
"Number","Robbery","Komárom-Esztergom",2010-01-01,106
"Number","Robbery","Veszprém",2010-01-01,61
"Number","Robbery","Nyugat-Dunántúl",2010-01-01,188
"Number","Robbery","Gyor-Moson-Sopron",2010-01-01,76
"Number","Robbery","Vas",2010-01-01,62
"Number","Robbery","Zala",2010-01-01,50
"Number","Robbery","Dél-Dunántúl",2010-01-01,182
"Number","Robbery","Baranya",2010-01-01,86
"Number","Robbery","Somogy",2010-01-01,53
"Number","Robbery","Tolna",2010-01-01,43
"Number","Robbery","Alföld és Észak",2010-01-01,914
"Number","Robbery","Észak-Magyarország",2010-01-01,324
"Number","Robbery","Borsod-Abaúj-Zemplén",2010-01-01,206
"Number","Robbery","Heves",2010-01-01,74
"Number","Robbery","Nógrád",2010-01-01,44
"Number","Robbery","Észak-Alföld",2010-01-01,354
"Number","Robbery","Hajdú-Bihar",2010-01-01,153
"Number","Robbery","Jász-Nagykun-Szolnok",2010-01-01,93
"Number","Robbery","Szabolcs-Szatmár-Bereg",2010-01-01,108
"Number","Robbery","Dél-Alföld",2010-01-01,236
"Number","Robbery","Bács-Kiskun",2010-01-01,97
"Number","Robbery","Békés",2010-01-01,54
"Number","Robbery","Csongrád",2010-01-01,85
"Number","Robbery","Iceland",2010-01-01,42
"Number","Robbery","Ísland",2010-01-01,42
"Number","Robbery","Ísland",2010-01-01,42
"Number","Robbery","Höfudborgarsvædi",2010-01-01,33
"Number","Robbery","Landsbyggd",2010-01-01,9
"Number","Robbery","Italy",2010-01-01,47996
"Number","Robbery","Nord-Ovest",2010-01-01,12534
"Number","Robbery","Piemonte",2010-01-01,3698
"Number","Robbery","Valle d'Aosta/Vallée d'Aoste",2010-01-01,18
"Number","Robbery","Liguria",2010-01-01,1224
"Number","Robbery","Lombardia",2010-01-01,7594
"Number","Robbery","Nord-Est (NUTS 2006)",2010-01-01,4532
"Number","Robbery","Provincia Autonoma Bolzano/Bozen (NUTS 2006)",2010-01-01,86
"Number","Robbery","Provincia Autonoma Trento (NUTS 2006)",2010-01-01,116
"Number","Robbery","Veneto (NUTS 2006)",2010-01-01,1574
"Number","Robbery","Friuli-Venezia Giulia (NUTS 2006)",2010-01-01,234
"Number","Robbery","Emilia-Romagna (NUTS 2006)",2010-01-01,2522
"Number","Robbery","Centro (I) (NUTS 2006)",2010-01-01,9074
"Number","Robbery","Toscana (NUTS 2006)",2010-01-01,2134
"Number","Robbery","Umbria (NUTS 2006)",2010-01-01,337
"Number","Robbery","Marche (NUTS 2006)",2010-01-01,478
"Number","Robbery","Lazio (NUTS 2006)",2010-01-01,6125
"Number","Robbery","Sud",2010-01-01,16264
"Number","Robbery","Abruzzo",2010-01-01,526
"Number","Robbery","Molise",2010-01-01,48
"Number","Robbery","Campania",2010-01-01,11371
"Number","Robbery","Puglia",2010-01-01,3428
"Number","Robbery","Basilicata",2010-01-01,70
"Number","Robbery","Calabria",2010-01-01,821
"Number","Robbery","Isole",2010-01-01,5592
"Number","Robbery","Sicilia",2010-01-01,5100
"Number","Robbery","Sardegna",2010-01-01,492
"Number","Robbery","Liechtenstein",2010-01-01,2
"Number","Robbery","Lithuania",2010-01-01,2727
"Number","Robbery","Lietuva",2010-01-01,2727
"Number","Robbery","Lietuva",2010-01-01,2727
"Number","Robbery","Alytaus apskritis",2010-01-01,71
"Number","Robbery","Kauno apskritis",2010-01-01,504
"Number","Robbery","Klaipedos apskritis",2010-01-01,424
"Number","Robbery","Marijampoles apskritis",2010-01-01,73
"Number","Robbery","Panevezio apskritis",2010-01-01,115
"Number","Robbery","Siauliu apskritis",2010-01-01,187
"Number","Robbery","Taurages apskritis",2010-01-01,34
"Number","Robbery","Telsiu apskritis",2010-01-01,107
"Number","Robbery","Utenos apskritis",2010-01-01,56
"Number","Robbery","Vilniaus apskritis",2010-01-01,1156
"Number","Robbery","Luxembourg",2010-01-01,316
"Number","Robbery","Luxembourg",2010-01-01,316
"Number","Robbery","Luxembourg",2010-01-01,316
"Number","Robbery","Luxembourg",2010-01-01,316
"Number","Robbery","Latvia",2010-01-01,1072
"Number","Robbery","Latvija",2010-01-01,1072
"Number","Robbery","Latvija",2010-01-01,1072
"Number","Robbery","Kurzeme",2010-01-01,61
"Number","Robbery","Latgale",2010-01-01,94
"Number","Robbery","Riga",2010-01-01,660
"Number","Robbery","Pieriga",2010-01-01,100
"Number","Robbery","Vidzeme",2010-01-01,65
"Number","Robbery","Zemgale",2010-01-01,85
"Number","Robbery","Not regionalised / Unknown NUTS 3",2010-01-01,7
"Number","Robbery","Montenegro",2010-01-01,137
"Number","Robbery","Malta",2010-01-01,196
"Number","Robbery","Malta",2010-01-01,196
"Number","Robbery","Malta",2010-01-01,196
"Number","Robbery","Malta",2010-01-01,194
"Number","Robbery","Gozo and Comino / Ghawdex u Kemmuna",2010-01-01,2
"Number","Robbery","Netherlands",2010-01-01,10925
"Number","Robbery","Noord-Nederland",2010-01-01,468
"Number","Robbery","Groningen",2010-01-01,288
"Number","Robbery","Oost-Groningen",2010-01-01,32
"Number","Robbery","Delfzijl en omgeving",2010-01-01,16
"Number","Robbery","Overig Groningen",2010-01-01,240
"Number","Robbery","Friesland (NL)",2010-01-01,97
"Number","Robbery","Noord-Friesland",2010-01-01,69
"Number","Robbery","Zuidwest-Friesland",2010-01-01,4
"Number","Robbery","Zuidoost-Friesland",2010-01-01,24
"Number","Robbery","Drenthe",2010-01-01,83
"Number","Robbery","Noord-Drenthe",2010-01-01,35
"Number","Robbery","Zuidoost-Drenthe",2010-01-01,35
"Number","Robbery","Zuidwest-Drenthe",2010-01-01,13
"Number","Robbery","Oost-Nederland",2010-01-01,1318
"Number","Robbery","Overijssel",2010-01-01,275
"Number","Robbery","Noord-Overijssel",2010-01-01,62
"Number","Robbery","Zuidwest-Overijssel",2010-01-01,58
"Number","Robbery","Twente",2010-01-01,155
"Number","Robbery","Gelderland",2010-01-01,720
"Number","Robbery","Veluwe",2010-01-01,150
"Number","Robbery","Zuidwest-Gelderland",2010-01-01,78
"Number","Robbery","Achterhoek",2010-01-01,71
"Number","Robbery","Arnhem/Nijmegen",2010-01-01,421
"Number","Robbery","Flevoland",2010-01-01,323
"Number","Robbery","Flevoland",2010-01-01,323
"Number","Robbery","West-Nederland",2010-01-01,7543
"Number","Robbery","Utrecht",2010-01-01,660
"Number","Robbery","Utrecht",2010-01-01,660
"Number","Robbery","Noord-Holland",2010-01-01,3218
"Number","Robbery","Kop van Noord-Holland",2010-01-01,141
"Number","Robbery","Alkmaar en omgeving",2010-01-01,73
"Number","Robbery","IJmond",2010-01-01,50
"Number","Robbery","Agglomeratie Haarlem",2010-01-01,101
"Number","Robbery","Zaanstreek",2010-01-01,110
"Number","Robbery","Groot-Amsterdam",2010-01-01,2636
"Number","Robbery","Het Gooi en Vechtstreek",2010-01-01,107
"Number","Robbery","Zuid-Holland",2010-01-01,3574
"Number","Robbery","Agglomeratie Leiden en Bollenstreek (NUTS 2006)",2010-01-01,163
"Number","Robbery","Agglomeratie 's-Gravenhage",2010-01-01,1162
"Number","Robbery","Delft en Westland",2010-01-01,124
"Number","Robbery","Oost-Zuid-Holland (NUTS 2006)",2010-01-01,128
"Number","Robbery","Groot-Rijnmond (NUTS 2006)",2010-01-01,1852
"Number","Robbery","Zuidoost-Zuid-Holland (NUTS 2006)",2010-01-01,145
"Number","Robbery","Zeeland",2010-01-01,91
"Number","Robbery","Zeeuwsch-Vlaanderen",2010-01-01,31
"Number","Robbery","Overig Zeeland",2010-01-01,60
"Number","Robbery","Zuid-Nederland",2010-01-01,1563
"Number","Robbery","Noord-Brabant",2010-01-01,1044
"Number","Robbery","West-Noord-Brabant",2010-01-01,255
"Number","Robbery","Midden-Noord-Brabant",2010-01-01,246
"Number","Robbery","Noordoost-Noord-Brabant",2010-01-01,165
"Number","Robbery","Zuidoost-Noord-Brabant",2010-01-01,378
"Number","Robbery","Limburg (NL)",2010-01-01,519
"Number","Robbery","Noord-Limburg",2010-01-01,101
"Number","Robbery","Midden-Limburg",2010-01-01,100
"Number","Robbery","Zuid-Limburg",2010-01-01,318
"Number","Robbery","Norway",2010-01-01,1687
"Number","Robbery","Norge",2010-01-01,1627
"Number","Robbery","Oslo og Akershus",2010-01-01,1030
"Number","Robbery","Oslo",2010-01-01,958
"Number","Robbery","Akershus",2010-01-01,72
"Number","Robbery","Hedmark og Oppland",2010-01-01,32
"Number","Robbery","Hedmark",2010-01-01,13
"Number","Robbery","Oppland",2010-01-01,19
"Number","Robbery","Sør-Østlandet",2010-01-01,152
"Number","Robbery","Østfold",2010-01-01,47
"Number","Robbery","Buskerud",2010-01-01,28
"Number","Robbery","Vestfold",2010-01-01,36
"Number","Robbery","Telemark",2010-01-01,41
"Number","Robbery","Agder og Rogaland",2010-01-01,188
"Number","Robbery","Aust-Agder",2010-01-01,9
"Number","Robbery","Vest-Agder",2010-01-01,65
"Number","Robbery","Rogaland",2010-01-01,114
"Number","Robbery","Vestlandet",2010-01-01,148
"Number","Robbery","Hordaland",2010-01-01,133
"Number","Robbery","Sogn og Fjordane",2010-01-01,1
"Number","Robbery","Møre og Romsdal",2010-01-01,14
"Number","Robbery","Trøndelag",2010-01-01,55
"Number","Robbery","Sør-Trøndelag",2010-01-01,52
"Number","Robbery","Nord-Trøndelag",2010-01-01,3
"Number","Robbery","Nord-Norge",2010-01-01,22
"Number","Robbery","Nordland",2010-01-01,8
"Number","Robbery","Troms",2010-01-01,13
"Number","Robbery","Finnmark",2010-01-01,1
"Number","Robbery","Poland",2010-01-01,19359
"Number","Robbery","Region Centralny",2010-01-01,4063
"Number","Robbery","Lódzkie",2010-01-01,1543
"Number","Robbery","Miasto Lódz",2010-01-01,1003
"Number","Robbery","Lódzki",2010-01-01,120
"Number","Robbery","Piotrkowski",2010-01-01,151
"Number","Robbery","Sieradzki",2010-01-01,118
"Number","Robbery","Skierniewicki",2010-01-01,151
"Number","Robbery","Mazowieckie",2010-01-01,2520
"Number","Robbery","Ciechanowsko-plocki (NUTS 2010)",2010-01-01,244
"Number","Robbery","Ostrolecko-siedlecki (NUTS 2010)",2010-01-01,272
"Number","Robbery","Miasto Warszawa",2010-01-01,1169
"Number","Robbery","Radomski",2010-01-01,249
"Number","Robbery","Warszawski wschodni",2010-01-01,279
"Number","Robbery","Warszawski zachodni",2010-01-01,307
"Number","Robbery","Region Poludniowy",2010-01-01,6148
"Number","Robbery","Malopolskie",2010-01-01,2330
"Number","Robbery","Miasto Kraków",2010-01-01,1282
"Number","Robbery","Krakowski",2010-01-01,284
"Number","Robbery","Nowosadecki (NUTS 2010)",2010-01-01,457
"Number","Robbery","Oswiecimski (NUTS 2010)",2010-01-01,234
"Number","Robbery","Tarnowski",2010-01-01,73
"Number","Robbery","Slaskie",2010-01-01,3818
"Number","Robbery","Czestochowski",2010-01-01,211
"Number","Robbery","Bielski",2010-01-01,298
"Number","Robbery","Rybnicki",2010-01-01,301
"Number","Robbery","Bytomski",2010-01-01,258
"Number","Robbery","Gliwicki",2010-01-01,902
"Number","Robbery","Katowicki",2010-01-01,1002
"Number","Robbery","Sosnowiecki",2010-01-01,625
"Number","Robbery","Tyski",2010-01-01,221
"Number","Robbery","Region Wschodni",2010-01-01,2012
"Number","Robbery","Lubelskie",2010-01-01,736
"Number","Robbery","Bialski",2010-01-01,65
"Number","Robbery","Chelmsko-zamojski",2010-01-01,131
"Number","Robbery","Lubelski",2010-01-01,446
"Number","Robbery","Pulawski",2010-01-01,94
"Number","Robbery","Podkarpackie",2010-01-01,376
"Number","Robbery","Krosnienski",2010-01-01,71
"Number","Robbery","Przemyski",2010-01-01,80
"Number","Robbery","Rzeszowski",2010-01-01,96
"Number","Robbery","Tarnobrzeski",2010-01-01,129
"Number","Robbery","Swietokrzyskie",2010-01-01,409
"Number","Robbery","Kielecki",2010-01-01,294
"Number","Robbery","Sandomiersko-jedrzejowski",2010-01-01,115
"Number","Robbery","Podlaskie",2010-01-01,491
